username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,lang
amauryfr13,9.5,"Not recommended at 2

My first play with my wife, I went the launching probe route and she went with capturing noise. What a mistake from her, she only completed 1 section of the area majority because I totally ignore that part and completing the whole section is too hard for only one person.
First impressions: It does not scale well at 2p
Rating: 7.5 at 2p —-> this is our main player count plays


Edit 3/8/25:
We played the scanning action wrong (smh). Each time we scanned in our first game we only did that action using only one tech instead of the whole row of techs. To be fair the player aid is not very specific on what to do on that actions but is obviously our fault. Bumping back to a 9.5!
Not a 10 since is a bit too long, 3p game took 3 hrs.",4,40,160,14,8.38008,690,6872,en
ameron,,Not played yet,4,40,160,14,8.38008,690,6872,en
Anconed,,...,4,40,160,14,8.38008,690,6872,en
Andlup,9.0,"Had our first session yesterday, and we absolutely loved it! The gameplay and theme were incredibly immersive. Resources felt a bit tight, and there’s so much to consider at every turn, which kept things engaging. The versatility of multi-use cards was a highlight, and the competition for signals and alien traces ensured plenty of player interaction. We made a few mistakes along the way, but we’re already eager for another playthrough. Highly recommended!",4,40,160,14,8.38008,690,6872,en
andrelemoine,9.0,Excellent player aids and easy to understand iconography.  Like the rotating board and how that fits thematically. One downside is weaker players will end a round more quickly and watch stronger players take many more turns.,4,40,160,14,8.38008,690,6872,en
androgeus,,"14.10.25 Heidelbaer, soll ab dem 21.10. per DHL ausgeliefert werden",4,40,160,14,8.38008,690,6872,de
andykim88,,Sleeved (Gamegenic),4,40,160,14,8.38008,690,6872,da
andyming,9.0,"I really like this game. The solar system is clearly and beautifully presented on the board. The mid-game alien discovery is clever. It’s very tactical and rewards players who seize opportunities to use their resources effectively. The cards are well-designed, offering plenty of player interaction.",4,40,160,14,8.38008,690,6872,en
anim8r,9.3,"CGE’s Alchemists and Codenames are a couple of rare 10-rated games for me. However, most of their releases since then have been “okay” at best, including Lost Ruins of Arnak, which I didn’t care much for (I know I am in the minority for this). I’m also not into space-themed games, so I wasn’t expecting to enjoy SETI. But it turned out to be one of the few games of the year that lived up to the hype.
The actions are simple, but the gameplay offers plenty of options and strategies to explore. The cards force some tough decisions that can totally change your strategy, which I love. The variable aliens that appear in each game add a nice touch, differentiating each play and creating a thematically relevant mystery and drama around the reveal.

The production is top-notch. Everything is well-designed and organized, with nice components, a clear and precise UI, and fantastic player aids. The game seems easy to get into because of the care taken to ensure that there are no weird rules or production choices that hinder gameplay.

I’m especially glad that the game while set in outer space space, is NOT all black. I’ve never understood why most space-themed games resort to such a lazy approach. This visual team got the art direction of the game just right!
Pain Points:After two plays, I’ve got almost no complaints—which is rare for me! However, I would love to see more aliens, more public goals, and other features to further shake up the game and make each play unique.

More, on my ⟣⧗First Pass⧗⟢ Blog:
https://boardgamegeek.com/blog/9052/blogpost/169868/anim8rs-new-to-me-in-january-2025",4,40,160,14,8.38008,690,6872,en
Anneception,,**absolutely must have**,4,40,160,14,8.38008,690,6872,en
arachnofilas,7.0,"Interesting premise, fun card play, tight resources. I should like it. But… theres almost no player interaction, which unfortunately is a game killer for me. Either play it solo or go play anything else on a PC. ",4,40,160,14,8.38008,690,6872,en
arad70,10.0,"Artwork: 9
Mechanic: 10
Theme: 10
Fun: 8
Quality: 9
Replayability: 9
Strikes: none 
———————————-
SCORE: 9.2
———————————-",4,40,160,14,8.38008,690,6872,en
arcweldx,6.5,"A good looking game in terms of cardboard heft and plastic bits, it's a point-salad euro that feels virtually indistinguishable from the hundreds of similar point-salad euros churned out over the last decade. The various ways to get points feel arbitrary and the mechanisms are not particularly evocative of the theme. Gameplay is mainly a race to claim various scoring locations on the board, a little bit of area control, fulfillment of personal scoring objectives. Pure action efficiency with a little engine building. The one bit of novelty is that part of the board rotates during gameplay - but because the rotation is hard to predict, it doesn't lend itself to any real strategy, it just feels like a random luck generator. Summary: not bad but forgettable, thematically very shallow.",4,40,160,14,8.38008,690,6872,en
Ardbegman,9.0,Top game ! Also SOLO mode is very satisfying ! Love it !,4,40,160,14,8.38008,690,6872,en
Argann,9.5,"J'adore ce jeu ! Je m'attache assez peu à l'esthétisme dans mes avis habituellement, mais je ferai une exception pour celui-ci ! Quelle présence sur la table ! C'est un plaisir que de l'installer et d'admirer le système solaire. 
Au-delà de la matérialité, SETI propose une expérience ludique très riche et captivante. Les choix y sont très larges mais aucune orientation ne me semble supérieure à une autre. 
La modularité des espèces aliens offre une assez bonne replay value même si j'ai tendance à penser que mon envie d'y retourner va s'essouffler avec le temps. ",4,40,160,14,8.38008,690,6872,fr
arienmalec,8.0,Extensively played digitally in playtesting,4,40,160,14,8.38008,690,6872,en
arnwei,,Sleeved + 3D Insert,4,40,160,14,8.38008,690,6872,en
Aroach88,7.0,"I felt like the early to mid game was fun, but that the game overstayed its welcome slightly and some strategies felt lackluster/incomplete.",4,40,160,14,8.38008,690,6872,en
arturh,9.0,"+ very thematic
+ smooth gameplay 
+ A lot of strategies 
+ cards are very good (abilities, based on past and planned true events)
+ enjoyed all my games a lot

- scanning for 2p lacks more emotion
- very tight game resource-wise 
- a bad play can hurt the player",4,40,160,14,8.38008,690,6872,en
asfaloth_glorfindel,9.0,"Encantado con el juego tras las dos primeras partidas. Posiblemente suba la nota cuando le eche alguna partida más y sobre todo cuando salga una expansión que añada aliens adicionales, corporaciones asimétricas y algún ajuste en la acción de rastreo para hacerla más potable a 2 jugadores. 
Salvando las distancias diría que es como un High Frontier 4 All para dummies eurogamers. Todo mucho más resumido y terrenal, por supuesto, pero el componente sand box lo tiene. 
Coge un poco de Terraforming (sistema de cartas), un poco de Arnak (gestión apretada de recursos) y un poco de On Mars (mejora de acciones mediante tecnologías) y hace un mix redondo gracias a la originalidad del sistema solar rotatorio que además aporta tema. 
Atención a las erratas varias que hay en el reglamento de Devir, como es habitual.

Edito: subo la nota a 9 tras la tercera partida.",4,40,160,14,8.38008,690,6872,es
Asmodai18,,Provare a giocare e poi nel caso comprare,4,40,160,14,8.38008,690,6872,it
AsociacionGuardados,,CORI/ALVARO,4,40,160,14,8.38008,690,6872,en
Astronica,10.0,"Amazing game, upgrading actions, moving around the board and generally very thematic euro-game. The interplay between the cards, the actions and the board state is really good and there are always useful stuff you can do. Also the actions you can take are very easy to understand and play but the interplay between them all are what make this an amazing game with a fantastic theme.",4,40,160,14,8.38008,690,6872,en
athanatus,8.5,"Ah...the more I play...the less I like it. But it is still a great game.
+ After more than half a dozen plays, I finally got the hang of it.",4,40,160,14,8.38008,690,6872,en
AtraPanthera,9.0,Solo,4,40,160,14,8.38008,690,6872,en
Augeezer,,DTC 2025,4,40,160,14,8.38008,690,6872,en
auronmessatsu,7.5,"Played Alex. Essen 2024

Well, it's another euro game with space theme which I love. The cards are very situational sometimes, meaning that it could be overpowered or a total useless card. Something that hurts a lot it's the very low interaction between players. You can't do much to stop other players plans.

I have to play it more to see the card variability and how this affects to the game play, but it is a good game overall.",4,40,160,14,8.38008,690,6872,en
avfm7,,"devir lançamento 2025
",4,40,160,14,8.38008,690,6872,oc
awpTilla,7.5,"I love pointsalad games! Would appreciate some cheap expansions with new species. I've only played this solo and the theme and title is kinda misleading. It is complex,tight  resource management game that can take hooours if you are analyzing your max point outcome during each of your turns.

I will probably never play this with other people and if yes my rating might increase. But I only know boardgame newbees and this would be way too much for the start..",4,40,160,14,8.38008,690,6872,en
awutkowski,8.5,"First game. 8 Point.

Update: Now i play this game 3 times. In summary, we have here a good and thematic game. I love the rotation of the solar system as well as the adaptation of aliens. However, for more replayability, I would like to have asymmetric start conditions as by Arnak the expedition leaders. New aliens would also be cool.
I am courious to play this game with more than 2 players.

update 2: The best game experience is by 3 players. More interaction through are control aspect.

Update 3: After 10 games (2 and 3 Players), i understand why some people say, we don't need the 5 round. At this point and experience, the game offers nothing new in the last round. You just score more points. Maybe the publisher should think about adding an experience play mode in 4 rounds.  I also have to admit a new aspect in this game would be fine if a new expansion came.

Update 4:
Played this game in 4 Rounds. Even my wife said this game was more interesting. I hope to play this game with the fan-made expansion with the asymmetric start condition (see Forum) and the new aliens (Heptapods) soon.",4,40,160,14,8.38008,690,6872,en
azeem,8.0,"SETI is heavier than I am comfortable with, but thankfully the clear manual and relatively straightforward ruleset made the game easy to pick up.  Players only take one ""action"" on their turn, but there are a plethora of free actions that it is necessary to say when one's turn is done.

This is the game I hoped Terraforming Mars would be.  SETI is a card-driven game with a space theme, and the theme is extremely pervasive, especially to fans of astronomy.  The game truly only has 4 resources (energy, credits, cards in hand, and publicity), with a little bit of substitution between them.  Like in Terraforming Mars, cards cost credits, but are more efficient than ""standard"" actions.  However, cards in SETI can also be discarded for a resource as a free action, and occasionally tucked away for income.  Like in Race for the Galaxy, SETI gives me the constant puzzle of how to play out my hand, an element I found woefully missing from Terraforming Mars.

SETI features a number of race elements on the planet board, on the scanning sectors, and on the alien boards.  However the game itself lasts a fixed number of rounds, rather than having a player-triggered end.  This fits perfectly and ensures the game does not go on longer than it needs to.

The three-ringed solar system board is a wonderful optimal path problem, and players can be handsomely rewarded for correctly predicting when the rings will rotate (e.g. preparing for when Neptune is at its closest!).  The cutouts in the rings are the real chef's kiss--simple, but impactful.  Indeed, they are a microcosm of the game overall.

The limited engine building in SETI comes from tucking cards for income and gaining technology upgrades.  Players had different opinions and which techs were the strongest, which I hope is an indication these are well balanced.

Concerns I have for SETI are that the aliens might favour certain paths to victory over others, and these are only revealed partway through the game.  If a player had already been going down that path, they will do better if that alien enters their game.
Separately, I can also imagine a ""bad"" starting hand that does not give a clear path forward.

Because there are so many race elements, player interaction is inherent.  However, there are a few incidental interactions such as the rotations of the solar system rings and the cards in the face-up market.  It seems all scoring avenues rely on these, so maybe it hurts all players equally?  Nevertheless, player interaction is certainly there--much more so than in other games of this scope, like Ark Nova.

SETI is an incredibly impressive design, but unfortunately its weight still felt excessive.  I was hoping SETI could stand alongside games such as Le Havre or Sidereal Confluence, which I find heavy, but worth the weight.

The liberal use of free actions involves micro-optimizations, and this causes me a lot of analysis paralysis.  Not calculating leads me to make mistakes and have less fun.

An odd parallel I can draw is to Res Arcana.  Players draft cards which synergize and race each other on a pool of available point-getters.  There are no free actions, but players really only do one thing each turn.  Res Arcana is a smaller game that evokes many of the same feelings as SETI, theme notwithstanding.",4,40,160,14,8.38008,690,6872,en
